Category,City,Customer Name,Discount,Manufacturer,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Order Date,Ship Date,Ship Mode,State,Sub-Category,Product Container,Store Name,New Transportation,Unit Price,Shipping Cost,Priority
Office Supplies,Shivpuri,Vikram Satyanarayana ,0.4,Kleencut,SGP-2016-28325,"Kleencut Trimmer, Steel",-147,10,Central,245,Home Office,2017/10/11,2017/10/15,Standard Class,Madhya Pradesh,Supplies,Small Pack,Sims,Regular Air,28.48,8.99,Urgent
Furniture,Harda,Mohaneesh Shukla ,0.4,Eldon,SGP-2016-28325,"Eldon Photo Frame, Black",-9,5,Central,174,Home Office,2017/10/11,2017/10/15,Standard Class,Madhya Pradesh,Furnishings,Wrap Bag,Gibson,Regular Air,12.07,6.2,Not Specified
Office Supplies,Moga,Manish Rammohan ,0.4,Stockwell,SGP-2016-28325,"Stockwell Push Pins, Metal",1,2,North,17,Home Office,2017/10/11,2017/10/15,Standard Class,Punjab,Fasteners,Small Box,Tucker,Express Air,48.04,7.23,Low
Office Supplies,Baran,Ashok Kumar ,0.4,Novimex,SGP-2016-28325,"Novimex Shipping Labels, 5000 Label Set",4,4,North,27,Home Office,2017/10/11,2017/10/15,Standard Class,Rajasthan,Labels,Medium Box,Hermingen,Regular Air,179.99,13.99,Medium
Office Supplies,Jaisalmer,Pooja Niranjan ,0.4,Novimex,SGP-2016-28325,"Novimex Round Labels, Laser Printer Compatible",1,2,North,8,Home Office,2017/10/11,2017/10/15,Standard Class,Rajasthan,Labels,Small Pack,Garden,Regular Air,22.72,8.99,Low
Office Supplies,Kishangarh,Srinivas Jain ,0,Ibico,SGP-2017-34870,"Ibico Binding Machine, Recycled",15,3,North,155,Consumer,2018/2/26,2018/2/28,Second Class,Rajasthan,Binders,Wrap Bag,Clark,Regular Air,9.11,2.15,High
Office Supplies,Coimbatore,Biswajit Mathur ,0,Hamilton Beach,SGP-2017-34870,"Hamilton Beach Coffee Grinder, Black",38,2,South,84,Consumer,2018/2/26,2018/2/28,Second Class,Tamil Nadu,Appliances,Small Pack,Reyes,Regular Air,12.98,3.14,Not Specified
Technology,Chandausi,Sachin Dongare ,0.47,Memorex,SGP-2014-73671,"Memorex Numeric Keypad, Bluetooth",-71,6,East,144,Consumer,2015/8/26,2015/8/31,Standard Class,Uttar Pradesh,Accessories,Small Box,Tucker,Express Air,48.04,7.23,Low
Furniture,Govardhan,Siva Bhaumik ,0.27,Advantus,SGP-2014-73671,"Advantus Stacking Tray, Erganomic",-5,7,East,128,Consumer,2015/8/26,2015/8/31,Standard Class,Uttar Pradesh,Furnishings,Medium Box,Hermingen,Regular Air,179.99,13.99,Medium
Technology,Noida,Ghanshyam Bande ,0.1,Nokia,SGP-2016-52216,"Nokia Office Telephone, with Caller ID",46,5,East,293,Corporate,2017/11/1,2017/11/1,Same Day,Uttar Pradesh,Phones,Small Pack,Garden,Regular Air,22.72,8.99,Low
Office Supplies,Darjiling,Milin Latheef ,0.1,Kraft,SGP-2016-52216,"Kraft Mailers, Set of 50",4,2,East,68,Corporate,2017/11/1,2017/11/1,Same Day,West Bengal,Envelopes,Small Pack,Sims,Regular Air,28.48,8.99,Urgent
Office Supplies,Baharampur,Rakesh Mohan Marwah ,0,Stockwell,SGP-2016-52454,"Stockwell Paper Clips, Metal",24,10,East,133,Consumer,2017/10/5,2017/10/9,Standard Class,West Bengal,Fasteners,Wrap Bag,Gibson,Regular Air,12.07,6.2,Not Specified
Office Supplies,Adilabad,Ajay M ,0,Stiletto,SGP-2016-52454,"Stiletto Letter Opener, Steel",33,4,South,100,Consumer,2017/10/5,2017/10/9,Standard Class,Telangana,Supplies,Small Box,Simpson,Regular Air,115.99,8.99,Medium
Office Supplies,Nirmal,Pandiyarajan Kumar ,0,Advantus,SGP-2016-52454,"Advantus Push Pins, Assorted Sizes",68,14,South,166,Consumer,2017/10/5,2017/10/9,Standard Class,Telangana,Fasteners,Small Pack,Cook,Regular Air,40.97,1.99,Not Specified
Furniture,Guwahati,Vijay Kumar Ram ,0,Novimex,SGP-2016-52454,"Novimex Steel Folding Chair, Red",54,3,North East,247,Consumer,2017/10/5,2017/10/9,Standard Class,Assam,Chairs,Small Pack,Cook,Regular Air,40.97,1.99,Not Specified
Technology,Motihari,Purushothaman Babu ,0.1,Motorola,SGP-2016-57774,"Motorola Office Telephone, with Caller ID",103,4,East,258,Corporate,2017/5/28,2017/6/1,Standard Class,Bihar,Phones,Large Box,Marshall,Regular Air,71.37,69,High
Furniture,Siwan,Suryaprakash Sattigeri ,0.1,Office Star,SGP-2016-57774,"Office Star Swivel Stool, Black",159,3,East,463,Corporate,2017/5/28,2017/6/1,Standard Class,Bihar,Chairs,Wrap Bag,Simpson,Regular Air,1.68,0.7,High
Office Supplies,Sonipat,M. Sharma ,0.1,SanDisk,SGP-2016-57774,"SanDisk Message Books, Multicolor",-11,6,North,136,Corporate,2017/5/28,2017/6/1,Standard Class,Haryana,Paper,Wrap Bag,Freeman,Regular Air,21.98,8.32,Urgent
Office Supplies,Chikodi,R R ,0.1,Fiskars,SGP-2016-57774,"Fiskars Scissors, Steel",43,8,South,162,Corporate,2017/5/28,2017/6/1,Standard Class,Karnataka,Supplies,Wrap Bag,Freeman,Regular Air,21.98,8.32,Urgent
Technology,Tekkalakote,Bal Sheth ,0,HP,SGP-2015-11007,"HP Personal Copier, Laser",154,4,South,497,Consumer,2016/10/17,2016/10/22,Standard Class,Karnataka,Copiers,Wrap Bag,Simpson,Regular Air,1.68,0.7,High
Office Supplies,Kinwat,Bhupender Sachinwala ,0,Smead,SGP-2016-61617,"Smead Shipping Labels, Alphabetical",7,2,West,23,Corporate,2017/6/28,2017/7/2,Second Class,Maharashtra,Labels,Small Box,Hall,Regular Air,12.28,6.47,Urgent
Office Supplies,Ichalkaranji,Brahmanand Dutta ,0,Rogers,SGP-2016-61617,"Rogers Box, Industrial",7,2,West,49,Corporate,2017/6/28,2017/7/2,Second Class,Maharashtra,Storage,Small Box,Simpson,Regular Air,115.99,8.99,Medium
Office Supplies,Soro,Virendra Mudaliar ,0,Binney & Smith,SGP-2017-29732,"Binney & Smith Markers, Easy-Erase",7,5,East,122,Consumer,2018/12/5,2018/12/10,Standard Class,Orissa,Art,Large Box,Marshall,Regular Air,71.37,69,High
Office Supplies,Chhabra,Sambhaji Singh ,0,Ibico,SGP-2017-29732,"Ibico Binder Covers, Clear",8,3,North,39,Consumer,2018/12/5,2018/12/10,Standard Class,Rajasthan,Binders,Small Box,Hall,Regular Air,12.28,6.47,Urgent
Technology,Nellore,Hanumant Patil ,0.1,Nokia,SGP-2016-57046,"Nokia Signal Booster, with Caller ID",3,2,South,246,Corporate,2017/6/25,2017/6/27,Second Class,Andhra Pradesh,Phones,Small Box,Cook,Regular Air,7.28,11.15,Medium
Office Supplies,Bagasra,Ranjith Singh ,0.17,KitchenAid,SGP-2017-14878,"KitchenAid Coffee Grinder, Red",47,3,West,175,Consumer,2018/8/22,2018/8/26,Standard Class,Gujarat,Appliances,Small Box,Warren,Express Air,4.91,5.68,Urgent
Technology,Junagadh,K Pitre ,0,Motorola,SGP-2016-22438,"Motorola Signal Booster, with Caller ID",20,2,West,286,Home Office,2017/4/25,2017/4/27,Second Class,Gujarat,Phones,Medium Box,Rose,Regular Air,25.98,5.37,High
Furniture,Kottayam,Baldeo Deepika ,0,Novimex,SGP-2016-22438,"Novimex Chairmat, Black",93,4,South,216,Home Office,2017/4/25,2017/4/27,Second Class,Kerala,Chairs,Medium Box,Rose,Regular Air,25.98,5.37,High
Furniture,Satara,Janardhan Telang ,0,Ikea,SGP-2017-46007,"Ikea Floating Shelf Set, Metal",5,3,West,509,Corporate,2018/11/21,2018/11/24,Second Class,Maharashtra,Bookcases,Wrap Bag,Sims,Regular Air,3.29,1.35,High
Office Supplies,Jalandhar,Muralidharan Madasu ,0,OIC,SGP-2017-46007,"OIC Thumb Tacks, 12 Pack",4,3,North,41,Corporate,2018/11/21,2018/11/24,Second Class,Punjab,Fasteners,Small Box,Warren,Express Air,48.94,5.86,Urgent
Technology,Raipur,Nandakumar Shanker ,0.35,Hewlett,SGP-2016-31083,"Hewlett Personal Copier, Color",87,6,North,568,Corporate,2017/11/2,2017/11/8,Standard Class,Rajasthan,Copiers,Small Box,Warren,Express Air,4.91,5.68,Urgent
Technology,Halisahar,S Gupta ,0.25,Nokia,SGP-2016-31083,"Nokia Audio Dock, with Caller ID",65,3,East,375,Corporate,2017/11/2,2017/11/8,Standard Class,West Bengal,Phones,Small Box,Warren,Express Air,48.94,5.86,Urgent
Office Supplies,Kharagpur,Chandra Boddula ,0.45,Binney & Smith,SGP-2016-31083,"Binney & Smith Canvas, Water Color",8,5,East,150,Corporate,2017/11/2,2017/11/8,Standard Class,West Bengal,Art,Small Box,Cook,Regular Air,7.28,11.15,Medium
Office Supplies,Haora,Shikhar Kukkala ,0.15,Ibico,SGP-2016-31083,"Ibico Index Tab, Durable",3,3,East,24,Corporate,2017/11/2,2017/11/8,Standard Class,West Bengal,Binders,Wrap Bag,Sims,Regular Air,3.29,1.35,High
Office Supplies,Guntur,Yugandhar Sharma ,0,Fellowes,SGP-2017-11693,"Fellowes Shelving, Single Width",30,4,South,231,Consumer,2018/9/15,2018/9/17,Second Class,Andhra Pradesh,Storage,Jumbo Box,Sholem,Delivery Truck,296.18,54.12,High
Office Supplies,Vishakhapatnam,Mayank Sharma ,0,OIC,SGP-2017-17069,"OIC Staples, 12 Pack",14,7,South,75,Consumer,2018/4/15,2018/4/20,Standard Class,Andhra Pradesh,Fasteners,Small Box,Perry,Regular Air,30.56,2.99,Not Specified
Office Supplies,Jamalpur,Mohd. Auty ,0,Advantus,SGP-2017-17069,"Advantus Clamps, Metal",15,3,East,58,Consumer,2018/4/15,2018/4/20,Standard Class,Bihar,Fasteners,Jumbo Drum,Hermingen,Delivery Truck,150.89,60.2,Medium
Office Supplies,Ambikapur,Abhay Narashima ,0,SanDisk,SGP-2015-13037,"SanDisk Computer Printout Paper, 8.5 x 11",0,2,Central,68,Corporate,2016/7/20,2016/7/26,Standard Class,Chhattisgarh,Paper,Large Box,Argoso,Regular Air,4.48,49,Medium
Office Supplies,Gurgaon,Shrirang Pandey ,0,Novimex,SGP-2017-33386,"Novimex Removable Labels, Laser Printer Compatible",43,9,North,87,Consumer,2018/1/18,2018/1/23,Standard Class,Haryana,Labels,Medium Box,Shaw,Regular Air,23.99,6.3,Not Specified
Furniture,Solapur,T. Bali ,0,Tenex,SGP-2017-22529,"Tenex Light Bulb, Duo Pack",7,4,West,76,Consumer,2018/9/2,2018/9/2,Same Day,Maharashtra,Furnishings,Jumbo Drum,Hermingen,Delivery Truck,150.89,60.2,Medium
Office Supplies,Pune,Vivek Ravishankar ,0.1,Fellowes,SGP-2017-48086,"Fellowes File Cart, Single Width",110,2,West,247,Consumer,2018/4/7,2018/4/9,First Class,Maharashtra,Storage,Small Box,Perry,Regular Air,30.56,2.99,Not Specified
Furniture,Jalandhar,Mahesh Panda ,0.1,Tenex,SGP-2017-37404,"Tenex Clock, Erganomic",23,2,North,88,Consumer,2018/11/25,2018/11/29,Standard Class,Punjab,Furnishings,Jumbo Box,Boyd,Delivery Truck,220.98,64.66,Low
Office Supplies,Pilani,Gopalrao Chaturvedi ,0.1,Green Bar,SGP-2017-20191,"Green Bar Memo Slips, Recycled",26,7,North,106,Corporate,2018/1/4,2018/1/6,Second Class,Rajasthan,Paper,Jumbo Box,Sholem,Delivery Truck,296.18,54.12,High
Furniture,Laksar,Amol Dhatarwal ,0.1,Safco,SGP-2017-20191,"SAFCO Steel Folding Chair, Red",34,4,North,309,Corporate,2018/1/4,2018/1/6,Second Class,Uttaranchal,Chairs,Jumbo Box,Boyd,Delivery Truck,220.98,64.66,Low
Office Supplies,Haldia,Abhishek Panda ,0.1,Hamilton Beach,SGP-2017-20191,"Hamilton Beach Coffee Grinder, White",2,2,East,73,Corporate,2018/1/4,2018/1/6,Second Class,West Bengal,Appliances,Large Box,Argoso,Regular Air,4.48,49,Medium
Office Supplies,Kolkata,KV Sarmota ,0.1,Cuisinart,SGP-2017-20191,"Cuisinart Microwave, Silver",489,5,East,1256,Corporate,2018/1/4,2018/1/6,Second Class,West Bengal,Appliances,Medium Box,Shaw,Regular Air,23.99,6.3,Not Specified
Office Supplies,Macherla,Amol Vijayan ,0,Advantus,SGP-2015-73930,"Advantus Push Pins, Metal",9,5,South,73,Consumer,2016/2/8,2016/2/13,Standard Class,Andhra Pradesh,Fasteners,Small Box,Garden,Regular Air,17.99,8.65,Low
Technology,Dharmavaram,Ved Pandya ,0,Hewlett,SGP-2015-73930,"Hewlett Fax Machine, Color",90,4,South,1285,Consumer,2016/2/8,2016/2/13,Standard Class,Andhra Pradesh,Copiers,Small Box,Garden,Regular Air,35.44,4.92,Low
Technology,Adilabad,Arbind M ,0.1,Panasonic,SGP-2015-19596,"Panasonic Receipt Printer, White",25,7,South,752,Consumer,2016/12/26,2016/12/30,Standard Class,Telangana,Machines,Small Box,Palmer,Regular Air,12.28,6.13,Medium
Office Supplies,Tekkali,Samir Kumbhar ,0.1,Ibico,SGP-2015-19596,"Ibico Binder, Clear",6,1,South,13,Consumer,2016/12/26,2016/12/30,Standard Class,Andhra Pradesh,Binders,Medium Box,Hall,Regular Air,46.89,5.1,Medium
Office Supplies,Kuju,C.S Borse ,0,Jiffy,SGP-2015-53434,"Jiffy Mailers, Security-Tint",43,9,Central,356,Consumer,2016/11/6,2016/11/8,First Class,Jharkhand,Envelopes,Medium Box,Dunn,Regular Air,110.98,13.99,Low
Furniture,Sulya,Mangesh Mukherjee ,0,Novimex,SGP-2015-53434,"Novimex Rocking Chair, Set of Two",118,2,South,267,Consumer,2016/11/6,2016/11/8,First Class,Karnataka,Chairs,Jumbo Box,Bray,Delivery Truck,81.94,55.81,Urgent
Office Supplies,Chitradurga,N Munjal ,0,Hon,SGP-2017-14227,"Hon Shipping Labels, Laser Printer Compatible",17,3,South,34,Corporate,2018/5/8,2018/5/12,Standard Class,Karnataka,Labels,Small Box,Garden,Regular Air,17.99,8.65,Low
Office Supplies,Ujjain,Venkatasubramanian Vora ,0.17,Cuisinart,SGP-2016-33022,"Cuisinart Stove, White",-11,1,Central,445,Home Office,2017/6/7,2017/6/7,Same Day,Madhya Pradesh,Appliances,Small Box,Garden,Regular Air,35.44,4.92,Low
Technology,Nashik,Shailendra Pandey ,0,Apple,SGP-2017-34653,"Apple Office Telephone, Cordless",96,3,West,204,Home Office,2018/5/30,2018/6/4,Standard Class,Maharashtra,Phones,Jumbo Box,Bray,Delivery Truck,81.94,55.81,Urgent
Office Supplies,Borivali,Salim RODRIGUES ,0,Acme,SGP-2017-34653,"Acme Letter Opener, Serrated",31,3,West,81,Home Office,2018/5/30,2018/6/4,Standard Class,Maharashtra,Supplies,Large Box,Baker,Regular Air,20.34,35,Low
Office Supplies,Mahad,Devendra K ,0,Boston,SGP-2017-34653,"Boston Sketch Pad, Water Color",17,3,West,155,Home Office,2018/5/30,2018/6/4,Standard Class,Maharashtra,Art,Small Box,Palmer,Regular Air,12.28,6.13,Medium
Office Supplies,Chittaurgarh,Fayaz Gosavi ,0,Hon,SGP-2016-77731,"Hon Removable Labels, Laser Printer Compatible",11,6,North,60,Consumer,2017/2/13,2017/2/17,Standard Class,Rajasthan,Labels,Large Box,Baker,Regular Air,20.34,35,Low
Technology,Churu,Naresh Poojary ,0,Panasonic,SGP-2016-77731,"Panasonic Calculator, Red",66,4,North,190,Consumer,2017/2/13,2017/2/17,Standard Class,Rajasthan,Machines,Medium Box,Hall,Regular Air,46.89,5.1,Medium
Technology,Karaikkudi,Rajesh Mishra ,0,SanDisk,SGP-2016-77731,"SanDisk Mouse, Programmable",2,2,South,80,Consumer,2017/2/13,2017/2/17,Standard Class,Tamil Nadu,Accessories,Medium Box,Dunn,Regular Air,110.98,13.99,Low
Office Supplies,Amalapuram,Chanchal Ravi Kumar ,0,Novimex,SGP-2016-77731,"Novimex Color Coded Labels, Adjustable",14,10,South,103,Consumer,2017/2/13,2017/2/17,Standard Class,Andhra Pradesh,Labels,Jumbo Box,Cement,Delivery Truck,399.98,12.06,Urgent
Office Supplies,Nizamabad,Narendra Kanti Das Choudhury ,0,Wilson,SGP-2016-77731,"Wilson Jones Binder Covers, Durable",15,3,South,38,Consumer,2017/2/13,2017/2/17,Standard Class,Telangana,Binders,Small Pack,Morris,Regular Air,10.98,3.37,Urgent
Office Supplies,Gurgaon,Mahesh Panda ,0,Avery,SGP-2016-77731,"Avery Legal Exhibit Labels, Adjustable",5,4,North,37,Consumer,2017/2/13,2017/2/17,Standard Class,Haryana,Labels,Small Box,Myers,Regular Air,29.18,8.55,Low
Office Supplies,Kodarma,Gunajit Sharma ,0,Harbour Creations,SGP-2016-77731,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",25,8,Central,88,Consumer,2017/2/13,2017/2/17,Standard Class,Jharkhand,Labels,Small Pack,Morris,Regular Air,10.98,3.37,Urgent
Technology,Ulhasnagar,Jai V ,0,Cisco,SGP-2016-77731,"Cisco Office Telephone, VoIP",22,3,West,242,Consumer,2017/2/13,2017/2/17,Standard Class,Maharashtra,Phones,Jumbo Box,Cement,Delivery Truck,399.98,12.06,Urgent
Office Supplies,Amroha,Sanjay Tibrewal ,0.4,Eaton,SGP-2014-33645,"Eaton Message Books, Premium",3,2,East,25,Home Office,2015/3/26,2015/3/31,Standard Class,Uttar Pradesh,Paper,Small Box,Myers,Express Air,420.98,19.99,Low
Office Supplies,Jamuria,Vinod Thakur ,0,Accos,SGP-2015-73517,"Accos Thumb Tacks, Bulk Pack",6,4,East,55,Consumer,2016/8/10,2016/8/13,Second Class,West Bengal,Fasteners,Small Box,Myers,Express Air,420.98,19.99,Low
Furniture,Bhatpara,Praveen Chandra Mishra ,0,Safco,SGP-2014-54561,"SAFCO Swivel Stool, Black",159,2,East,331,Consumer,2015/6/11,2015/6/18,Standard Class,West Bengal,Chairs,Small Box,Myers,Regular Air,29.18,8.55,Low
Office Supplies,Banmankhi,Lalit Jain ,0,Acme,SGP-2014-54561,"Acme Letter Opener, Steel",5,2,East,59,Consumer,2015/6/11,2015/6/18,Standard Class,Bihar,Supplies,Small Box,Davis,Regular Air,24.92,12.98,Medium
Office Supplies,Brahmapur,Ankesh Menon ,0,Accos,SGP-2014-54561,"Accos Clamps, 12 Pack",6,4,East,75,Consumer,2015/6/11,2015/6/18,Standard Class,Orissa,Fasteners,Jumbo Box,Hermingen,Delivery Truck,218.75,69.64,Urgent
Technology,Losal,T Kang ,0,Okidata,SGP-2014-54561,"Okidata Phone, Red",329,8,North,672,Consumer,2015/6/11,2015/6/18,Standard Class,Rajasthan,Machines,Small Box,Davis,Regular Air,24.92,12.98,Medium
Technology,Salem,Arcot Choudhari ,0.1,Logitech,SGP-2015-32441,"Logitech Router, USB",257,4,South,891,Consumer,2016/12/30,2017/1/1,Second Class,Tamil Nadu,Accessories,Jumbo Box,Hermingen,Delivery Truck,218.75,69.64,Urgent
Office Supplies,Dhari,P Mengde ,0.17,Breville,SGP-2017-56808,"Breville Refrigerator, Black",539,4,West,1722,Consumer,2018/7/12,2018/7/14,Second Class,Gujarat,Appliances,Small Box,Reed,Regular Air,415.88,11.37,Not Specified
Technology,Porbandar,Sandeep Venugopalan ,0.1,HP,SGP-2016-10965,"HP Wireless Fax, Digital",259,6,West,1943,Consumer,2017/10/2,2017/10/3,First Class,Gujarat,Copiers,Jumbo Box,James,Delivery Truck,70.98,26.74,Not Specified
Technology,Bagalkot,Nilesh Goyal ,0,Epson,SGP-2014-56990,"Epson Receipt Printer, Wireless",112,4,South,468,Corporate,2015/2/2,2015/2/5,First Class,Karnataka,Machines,Small Box,Reed,Regular Air,415.88,11.37,Not Specified
Furniture,Bhilwara,Rajesh Shambhu ,0.3,Bevis,SGP-2014-56990,"Bevis Computer Table, Fully Assembled",-208,2,North,692,Corporate,2015/2/2,2015/2/5,First Class,Rajasthan,Tables,Large Box,Kennedy,Regular Air,36.65,22.6,Urgent
Furniture,Jaunpur,Sudipta UMAKANTH ,0,Safco,SGP-2014-56990,"Safco Stackable Bookrack, Pine",105,7,East,1052,Corporate,2015/2/2,2015/2/5,First Class,Uttar Pradesh,Bookcases,Large Box,Kennedy,Regular Air,36.65,22.6,Urgent
Office Supplies,Balurghat,Bharat Gujjar ,0,Eldon,SGP-2014-56990,"Eldon File Cart, Blue",103,3,East,381,Corporate,2015/2/2,2015/2/5,First Class,West Bengal,Storage,Jumbo Box,James,Delivery Truck,70.98,26.74,Not Specified
Office Supplies,Gurgaon,Monali Maurya ,0,Sanford,SGP-2014-56990,"Sanford Highlighters, Water Color",42,5,North,95,Corporate,2015/2/2,2015/2/5,First Class,Haryana,Art,Jumbo Drum,Sholem,Delivery Truck,113.98,30,Low
Office Supplies,Kalghatgi,Ankur Joshi ,0.1,Boston,SGP-2017-14913,"Boston Sketch Pad, Easy-Erase",47,8,South,352,Corporate,2018/9/4,2018/9/10,Standard Class,Karnataka,Art,Small Box,Burns,Regular Air,115.99,5.92,Urgent
Furniture,Mangalore,R. Nokukhanymkhize ,0,Sauder,SGP-2017-17552,"Sauder 3-Shelf Cabinet, Metal",224,3,South,498,Consumer,2018/12/5,2018/12/10,Standard Class,Karnataka,Bookcases,Small Pack,Hudson,Regular Air,20.99,0.99,Medium
Office Supplies,Mattanur,Shrivasta Dhakane ,0.1,Novimex,SGP-2014-60406,"Novimex Color Coded Labels, Alphabetical",3,3,South,33,Consumer,2015/4/22,2015/4/25,First Class,Kerala,Labels,Small Pack,Hudson,Regular Air,20.99,0.99,Medium
Technology,Kharakvasla,Jigna Addemal ,0.35,Canon,SGP-2015-58754,"Canon Fax Machine, Digital",-315,3,West,620,Corporate,2016/7/27,2016/7/27,Same Day,Maharashtra,Copiers,Small Box,Robinson,Regular Air,3.95,5.13,Urgent
Office Supplies,Imphal,Abhishek Gajjela ,0.45,GlobeWeis,SGP-2015-58754,"GlobeWeis Business Envelopes, Set of 50",-23,3,North East,29,Corporate,2016/7/27,2016/7/27,Same Day,Manipur,Envelopes,Jumbo Drum,Sholem,Delivery Truck,113.98,30,Low
Furniture,Nongstoin,Biswajit Sapre ,0.25,Safco,SGP-2015-58754,"SAFCO Chairmat, Adjustable",-28,5,North East,234,Corporate,2016/7/27,2016/7/27,Same Day,Meghalaya,Chairs,Wrap Bag,Freeman,Regular Air,4.84,0.71,Low
Furniture,Barmer,Sanjay Prakash ,0.25,Novimex,SGP-2015-58754,"Novimex Bag Chairs, Adjustable",17,2,North,73,Corporate,2016/7/27,2016/7/27,Same Day,Rajasthan,Chairs,Small Box,Owens,Regular Air,19.98,10.49,High
Furniture,Thanjavur,Dharmesh Unnikrishnan ,0,Office Star,SGP-2016-44187,"Office Star Executive Leather Armchair, Red",728,5,South,2348,Home Office,2017/10/9,2017/10/10,First Class,Tamil Nadu,Chairs,Small Box,Robinson,Regular Air,3.95,5.13,Urgent
Office Supplies,Perundurai,Pranjal Tayal ,0.1,Fiskars,SGP-2016-24762,"Fiskars Shears, High Speed",33,3,South,129,Home Office,2017/5/8,2017/5/13,Second Class,Tamil Nadu,Supplies,Wrap Bag,Freeman,Regular Air,4.84,0.71,Low
Office Supplies,Tanakpur,Ankesh Menon ,0.1,Novimex,SGP-2016-24762,"Novimex Shipping Labels, 5000 Label Set",49,11,North,113,Home Office,2017/5/8,2017/5/13,Second Class,Uttarakhand,Labels,Small Box,Owens,Regular Air,19.98,10.49,High
Technology,Madhyamgram,Anita Patil ,0.1,SanDisk,SGP-2016-24762,"SanDisk Numeric Keypad, USB",20,2,East,96,Home Office,2017/5/8,2017/5/13,Second Class,West Bengal,Accessories,Small Box,Burns,Regular Air,115.99,5.92,Urgent
Technology,Khammam,Kashmira Kumar ,0.1,Motorola,SGP-2016-24762,"Motorola Audio Dock, Full Size",49,2,South,314,Home Office,2017/5/8,2017/5/13,Second Class,Telangana,Phones,Small Box,Jackson,Regular Air,125.99,7.69,High
Office Supplies,Bhadravati,Arddhendu s ,0.5,Eaton,SGP-2015-21703,"Eaton Memo Slips, Premium",-5,7,South,48,Consumer,2016/6/2,2016/6/3,First Class,Karnataka,Paper,Small Box,Jackson,Regular Air,125.99,7.69,High
Furniture,Bahraich,Raja Randhawa ,0.2,Office Star,SGP-2015-21703,"Office Star Chairmat, Red",115,6,East,316,Consumer,2016/6/2,2016/6/3,First Class,Uttar Pradesh,Chairs,Small Box,Jackson,Regular Air,155.99,8.99,High
Technology,Ramnagar,Satish Nath ,0.1,Nokia,SGP-2017-12792,"Nokia Signal Booster, Cordless",50,4,North,502,Consumer,2018/9/3,2018/9/7,Standard Class,Uttarakhand,Phones,Small Box,Jackson,Regular Air,155.99,8.99,High
Office Supplies,Sattenapalle,B Jadhav ,0,Cardinal,SGP-2017-55191,"Cardinal Binder, Durable",13,3,South,46,Consumer,2018/12/23,2018/12/29,Standard Class,Andhra Pradesh,Binders,Small Box,Sanchez,Express Air,65.99,5.31,High
Technology,Bairagnia,S. Vairagi ,0.17,Motorola,SGP-2014-11770,"Motorola Speaker Phone, with Caller ID",78,6,East,646,Consumer,2015/8/26,2015/8/30,Standard Class,Bihar,Phones,Wrap Bag,Gonzales,Regular Air,3.14,1.92,Urgent
Technology,Yamunanagar,Shantikumar Yepuri ,0.1,Logitech,SGP-2017-66454,"Logitech Router, Programmable",129,2,North,448,Consumer,2018/11/21,2018/11/26,Standard Class,Haryana,Accessories,Small Box,Knox,Regular Air,58.1,1.49,High
Office Supplies,Kaithal,SN Thapliyal ,0,Novimex,SGP-2016-36193,"Novimex Shipping Labels, 5000 Label Set",11,2,North,23,Corporate,2017/10/16,2017/10/21,Second Class,Haryana,Labels,Small Box,Rose,Regular Air,60.22,3.5,Urgent
